"UniqueID","Probability1"
6533,7.2264134853143e-09
6534,0.0976615601922168
6535,0.890960167047654
6536,0.126757631749336
6537,0.505591031249661
6538,0.77329932455104
6539,0.935400930523207
6540,0.0194684962714184
6541,0.0108907583125188
6542,0.0578173596253257
6543,0.0537071494480965
6544,0.949644122406318
6545,0.0216302756703102
6546,0.0113889199021977
6547,0.00283380444997788
6548,0.855124025306185
6549,0.812242324373669
6550,0.185192246252523
6551,0.509744067024939
6552,0.0367514360069788
6553,0.222330640693899
6554,0.0396624132234037
6555,0.748841828147532
6556,0.0465324493809103
6557,0.00346693967429354
6558,0.583318260144973
6559,0.0697942154897736
6560,0.727685868173331
6561,0.438842115338577
6562,0.0220867871434684
6563,0.0494814456033998
6564,0.0373665459535269
6565,0.00627729936288931
6566,0.159642159074716
6567,0.0716336923330179
6568,0.801388244273021
6569,0.678879128052632
6570,0.0442531559201345
6571,0.0523738772060926
6572,0.725463186730317
6573,0.713639278962707
6574,0.806084769344149
6575,0.0594827516659468
6576,0.553896701671691
6577,0.00397089252092291
6578,0.055160992212337
6579,1.15457588826439e-08
6580,0.0382197010922794
6581,0.716685571706529
6582,0.00793449784257741
6583,0.00608765986187866
6584,0.182736477616053
6585,0.00296463970051927
6586,0.219186465596654
6587,0.146701604256808
6588,0.00484287618564629
6589,7.31984728225464e-09
6590,3.25626419538887e-08
6591,0.906226718205027
6592,0.0536227643171033
6593,0.0317209573654686
6594,0.0574703005858182
6595,0.0665232370050401
6596,0.0321638314886367
6597,0.0534957654274872
6598,0.0354346447343198
6599,0.00394469142701657
6600,0.26325200528464
6601,0.0901251880953308
6602,8.38833342889214e-09
6603,0.00468532279279361
6604,7.54545315981565e-09
6605,0.106342175352095
6606,0.677791453223061
6607,6.24314171680893e-09
6608,0.81702977120861
6609,0.828332421963183
6610,8.01563556288959e-10
6611,0.0764518337508737
6612,0.124204969728035
6613,0.0657025160472108
6614,0.0203179617899453
6615,6.21631084797814e-09
6616,0.648473054517418
6617,0.0365275720499223
6618,6.07087109264213e-09
6619,0.0734911292254518
6620,1.04521654281737e-09
6621,0.0910262235271291
6622,0.0351611542033471
6623,0.0358690384794862
6624,4.07892201655944e-09
6625,0.0248705616221123
6626,1.84947937775779e-09
6627,0.0342943698189688
6628,2.29160505260926e-09
6629,0.00693753753403949
6630,4.13022731762669e-10
6631,0.00865695462168014
6632,0.0762648658282097
6633,0.801558222040481
6634,0.00774080495586681
6635,0.685326029537909
6636,0.335399533951575
6637,0.338891044162844
6638,0.310224706728272
6639,0.239740900525347
6640,0.289418094305881
6641,0.346224463472091
6642,0.314985366984002
6643,0.309420310508614
6644,0.359886074696574
6645,0.00231482590257332
6646,0.508082981996207
6647,0.0115415120814081
6648,0.0256508904817646
6649,0.224083208560307
6650,0.734221100432775
6651,0.00344405230868002
6652,0.0482049110102458
6653,0.00642701019296682
6654,9.70255397859557e-09
6655,0.0951300528601875
6656,0.0805129449293413
6657,0.00696736942158406
6658,0.220611657263516
6659,0.0385347353014008
6660,0.471796691404971
6661,0.00502228006122824
6662,0.0653971795958335
6663,7.51026556719971e-09
6664,0.359838252414993
6665,0.209671202378313
6666,0.04060960076738
6667,0.103910376632768
6668,0.00280689929903393
6669,9.71343767296417e-09
6670,0.887084556093691
6671,0.885409455261043
6672,0.0211331444578877
6673,0.0381096041629704
6674,1.62044768415391e-08
6675,0.0571869992485685
6676,0.0460731220030913
6677,0.0593754838169629
6678,0.00843337305898771
6679,0.00873042406572571
6680,0.64961741532108
6681,0.0579219859016644
6682,0.0224497361286725
6683,0.15427167375761
6684,0.654327542401876
6685,0.0526198532020939
6686,0.0339552740586898
6687,1.10208944249451e-08
6688,0.737129094925575
6689,0.00577020536319347
6690,0.032177285266743
6691,0.103944033091621
6692,7.28970908574359e-08
6693,7.83589941578858e-09
6694,0.765958608043396
6695,1.65583174757693e-08
6696,8.13640642348512e-10
6697,0.703316702023827
6698,0.0395123248678792
6699,0.0899985407456734
6700,3.89252856249897e-09
6701,0.683865106994271
6702,0.0326541187017534
6703,0.0230496359269986
6704,0.598203630573991
6705,0.0463137327621829
6706,7.82856449257599e-10
6707,0.0741232390874702
6708,0.0491041685694902
6709,1.53614951537697e-08
6710,0.0520430291700833
6711,0.0331340332372555
6712,0.067667279883212
6713,4.85642357379908e-09
6714,0.0136639944759079
6715,0.0806605715544754
6716,1.65188111149909e-09
6717,1.85255505432388e-09
6718,0.156765590357282
6719,0.00618928637861117
6720,0.748554568216822
6721,4.07568784611952e-10
6722,0.039207641918689
6723,0.923042344058147
6724,0.0944392492615981
6725,0.594810822176762
6726,0.064071461207843
6727,0.00156509201855813
6728,0.883883408071192
6729,0.00522554170760757
6730,0.00344975999514474
6731,0.908209733220217
6732,0.0544722712372376
6733,0.0212239357601816
6734,0.00563652572966495
6735,0.0111244737381939
6736,0.0701388112100317
6737,0.0675093910739234
6738,0.18925584116835
6739,6.908900340141e-06
6740,0.0042496523310779
6741,0.111215104493733
6742,0.0494814456033998
6743,0.0627413908346931
6744,3.30841525479440e-09
6745,0.186232760971117
6746,0.0519122423282086
6747,0.0567544783396357
6748,0.0815692790720546
6749,0.104399512502831
6750,0.614526545165106
6751,0.00225421646044525
6752,0.145871590808741
6753,0.999438809451633
6754,0.0090614427627347
6755,0.0679824443649062
6756,0.0672491882725
6757,0.390884824964733
6758,0.147195717170793
6759,0.00351621676372024
6760,0.0307530163032966
6761,0.0625608901086975
6762,0.00352774938514412
6763,0.0494814456033998
6764,0.746358994513711
6765,0.0622041384159721
6766,0.0624156340353633
6767,0.0289841732808904
6768,0.133208725594608
6769,1.27773831187437e-08
6770,0.120282846167988
6771,0.00221255344064945
6772,0.0556385719566114
6773,0.0200538541983223
6774,0.0513911205510978
6775,0.656079281310857
6776,0.0319913027107717
6777,7.77106787639882e-09
6778,0.0423487514730976
6779,0.0701954705827276
6780,0.69293699673335
6781,0.13352805034274
6782,0.0980885605277896
6783,0.0453913084825086
6784,0.00416050535433259
6785,0.0155536739092105
6786,7.39648921750572e-09
6787,0.689647946523924
6788,0.0307363536924393
6789,0.0968930116642859
6790,0.00785443449793101
6791,3.79040596681144e-09
6792,7.83132310652917e-10
6793,4.2550245460466e-08
6794,8.08723054233894e-09
6795,0.483682335815266
6796,2.14289104023314e-08
6797,0.0475022619673623
