"UniqueID","Probability1"
6533,0.078
6534,0.138
6535,0.998
6536,0.356
6537,0.22
6538,0.868
6539,0.948
6540,0.006
6541,0.02
6542,0
6543,0.002
6544,0.908
6545,0
6546,0.004
6547,0
6548,0.958
6549,0.964
6550,0.098
6551,0.248
6552,0
6553,0.014
6554,0.022
6555,0.946
6556,0
6557,0
6558,0.426
6559,0
6560,0.98
6561,0.502
6562,0.006
6563,0
6564,0
6565,0
6566,0.02
6567,0.032
6568,0.938
6569,0.986
6570,0
6571,0.026
6572,0.722
6573,0.992
6574,0.976
6575,0
6576,0.722
6577,0
6578,0
6579,0.04
6580,0
6581,0.932
6582,0.006
6583,0.002
6584,0.048
6585,0
6586,0.014
6587,0.226
6588,0
6589,0
6590,0.1
6591,0.898
6592,0.086
6593,0
6594,0
6595,0
6596,0.004
6597,0.02
6598,0.002
6599,0
6600,0.592
6601,0.054
6602,0
6603,0
6604,0.03
6605,0.124
6606,0.99
6607,0.02
6608,0.896
6609,0.672
6610,0
6611,0
6612,0.316
6613,0
6614,0.048
6615,0
6616,0.228
6617,0.026
6618,0.028
6619,0.08
6620,0.002
6621,0.012
6622,0
6623,0
6624,0.004
6625,0.008
6626,0
6627,0
6628,0.002
6629,0.024
6630,0
6631,0.06
6632,0.264
6633,0.89
6634,0.026
6635,0.318
6636,0.258
6637,0.396
6638,0.222
6639,0.118
6640,0.178
6641,0.262
6642,0.2
6643,0.354
6644,0.262
6645,0.056
6646,0.234
6647,0.012
6648,0.006
6649,0.128
6650,0.99
6651,0
6652,0
6653,0.01
6654,0.014
6655,0.42
6656,0.038
6657,0.002
6658,0
6659,0
6660,0.646
6661,0
6662,0
6663,0.008
6664,0.29
6665,0.002
6666,0
6667,0.008
6668,0.004
6669,0.014
6670,0.872
6671,0.86
6672,0
6673,0.046
6674,0.04
6675,0.002
6676,0.002
6677,0
6678,0
6679,0
6680,0.928
6681,0.002
6682,0
6683,0.09
6684,0.568
6685,0
6686,0
6687,0.016
6688,0.986
6689,0
6690,0.002
6691,0.122
6692,0.214
6693,0
6694,0.994
6695,0.042
6696,0
6697,0.822
6698,0.012
6699,0.018
6700,0
6701,0.586
6702,0.002
6703,0.03
6704,0.046
